tipo;data;descricao;uf;município;codigo ibge
MUNICIPAL;16/07/2018;DIA DO MUNICÍPIO;SP;JABOTICABAL;3524303
MUNICIPAL;03/04/2018;FERIADO MUNICIPAL;SP;JACAREI;3524402
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;SP;JACAREI;3524402
MUNICIPAL;15/04/2018;DIA DO MUNICÍPIO;SP;JALES;3524808
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;JALES;3524808
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;SP;JARINU;3525201
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;JAU;3525300
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;JAU;3525300
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;SP;JOSE BONIFACIO;3525706
MUNICIPAL;15/09/2018;FERIADO MUNICIPAL;SP;JOSE BONIFACIO;3525706
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;JUNDIAI;3525904
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;SP;LARANJAL PAULISTA;3526407
MUNICIPAL;10/10/2018;DIA DO MUNICÍPIO;SP;LARANJAL PAULISTA;3526407
MUNICIPAL;17/06/2018;FERIADO RELIGIOSO;SP;LEME;3526704
MUNICIPAL;29/08/2018;DIA DO MUNICÍPIO;SP;LEME;3526704
MUNICIPAL;28/04/2018;FERIADO MUNICIPAL;SP;LENCOIS PAULISTA;3526803
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;SP;LENCOIS PAULISTA;3526803
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;SP;LIMEIRA;3526902
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;LIMEIRA;3526902
MUNICIPAL;21/04/2018;FERIADO MUNICIPAL;SP;LINS;3527108
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;SP;LINS;3527108
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;LORENA;3527207
MUNICIPAL;14/11/2018;DIA DO MUNICÍPIO;SP;LORENA;3527207
MUNICIPAL;04/04/2018;DIA DO MUNICÍPIO;SP;MARILIA;3529005
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;SP;MARILIA;3529005
MUNICIPAL;13/06/2018;DIA DO MUNICÍPIO;SP;MARTINOPOLIS;3529203
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;SP;MARTINOPOLIS;3529203
MUNICIPAL;02/12/2018;FERIADO RELIGIOSO;SP;MARTINOPOLIS;3529203
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;SP;MATAO;3529302
MUNICIPAL;27/08/2018;DIA DO MUNICÍPIO;SP;MATAO;3529302
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;MAUA;3529401
MUNICIPAL;08/12/2018;DIA DO MUNICÍPIO;SP;MAUA;3529401
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;SP;MIRACATU;3529906
MUNICIPAL;30/11/2018;DIA DO MUNICÍPIO;SP;MIRACATU;3529906
MUNICIPAL;24/06/2018;DIA DO MUNICÍPIO;SP;MIRANDOPOLIS;3530102
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;SP;MIRASSOL;3530300
MUNICIPAL;08/09/2018;DIA DO MUNICÍPIO;SP;MIRASSOL;3530300
MUNICIPAL;06/01/2018;FERIADO RELIGIOSO;SP;MOCOCA;3530508
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;MOCOCA;3530508
MUNICIPAL;05/04/2018;DIA DO MUNICÍPIO;SP;MOCOCA;3530508
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;SP;MOGI DAS CRUZES;3530607
MUNICIPAL;01/09/2018;DIA DO MUNICÍPIO;SP;MOGI DAS CRUZES;3530607
MUNICIPAL;09/04/2018;DIA DO MUNICÍPIO;SP;MOGI GUACU;3530706
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;SP;MOGI GUACU;3530706
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;SP;MOGI MIRIM;3530805
MUNICIPAL;22/10/2018;DIA DO MUNICÍPIO;SP;MOGI MIRIM;3530805
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;MONGAGUA;3531100
MUNICIPAL;07/12/2018;DIA DO MUNICÍPIO;SP;MONGAGUA;3531100
MUNICIPAL;15/05/2018;FERIADO MUNICIPAL;SP;MONTE ALTO;3531308
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;SP;MONTE ALTO;3531308
MUNICIPAL;10/03/2018;FERIADO MUNICIPAL;SP;MONTE APRAZIVEL;3531407
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;SP;MONTE APRAZIVEL;3531407
MUNICIPAL;06/01/2018;DIA DO MUNICÍPIO;SP;MORRO AGUDO;3531902
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;SP;MORRO AGUDO;3531902
MUNICIPAL;06/01/2018;FERIADO RELIGIOSO;SP;NHANDEARA;3532603
MUNICIPAL;24/06/2018;DIA DO MUNICÍPIO;SP;NHANDEARA;3532603
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;SP;NOVA ODESSA;3533403
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;NOVA ODESSA;3533403
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;SP;NOVO HORIZONTE;3533502
MUNICIPAL;28/10/2018;DIA DO MUNICÍPIO;SP;NOVO HORIZONTE;3533502
MUNICIPAL;02/03/2018;DIA DO MUNICÍPIO;SP;OLIMPIA;3533908
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;SP;OLIMPIA;3533908
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;SP;ORLANDIA;3534302
MUNICIPAL;30/03/2018;FERIADO RELIGIOSO;SP;ORLANDIA;3534302
MUNICIPAL;19/02/2018;DIA DO MUNICÍPIO;SP;OSASCO;3534401
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;SP;OSASCO;3534401
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;SP;OSVALDO CRUZ;3534609
MUNICIPAL;06/06/2018;DIA DO MUNICÍPIO;SP;OSVALDO CRUZ;3534609
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;SP;OURINHOS;3534708
MUNICIPAL;13/12/2018;DIA DO MUNICÍPIO;SP;OURINHOS;3534708
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;PALMITAL;3535309
MUNICIPAL;21/04/2018;DIA DO MUNICÍPIO;SP;PALMITAL;3535309
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;PALMITAL;3535309
MUNICIPAL;12/03/2018;DIA DO MUNICÍPIO;SP;PARAGUACU PAULISTA;3535507
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;PEDERNEIRAS;3536703
MUNICIPAL;22/05/2018;DIA DO MUNICÍPIO;SP;PEDERNEIRAS;3536703
MUNICIPAL;26/07/2018;FERIADO MUNICIPAL;SP;PEDREIRA;3537107
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;PEDREIRA;3537107
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;SP;PENAPOLIS;3537305
MUNICIPAL;25/10/2018;FERIADO MUNICIPAL;SP;PENAPOLIS;3537305
MUNICIPAL;11/08/2018;DIA DO MUNICÍPIO;SP;PEREIRA BARRETO;3537404
MUNICIPAL;03/12/2018;FERIADO RELIGIOSO;SP;PEREIRA BARRETO;3537404
MUNICIPAL;18/02/2018;DIA DO MUNICÍPIO;SP;PERUIBE;3537602
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;SP;PERUIBE;3537602
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;PERUIBE;3537602
MUNICIPAL;20/05/2018;DIA DO MUNICÍPIO;SP;PIEDADE;3537800
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;PIEDADE;3537800
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;SP;PILAR DO SUL;3537909
MUNICIPAL;05/11/2018;DIA DO MUNICÍPIO;SP;PILAR DO SUL;3537909
MUNICIPAL;02/04/2018;FERIADO RELIGIOSO;SP;PINDAMONHANGABA;3538006
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;SP;PINDAMONHANGABA;3538006
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;SP;PIRACICABA;3538709
MUNICIPAL;20/11/2018;DIA DO MUNICÍPIO;SP;PIRACICABA;3538709
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;SP;PIRACICABA;3538709
MUNICIPAL;20/01/2018;DIA DO MUNICÍPIO;SP;PIRAJU;3538808
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;PIRAJUI;3538907
MUNICIPAL;29/03/2018;DIA DO MUNICÍPIO;SP;PIRAJUI;3538907
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;SP;PIRAJUI;3538907
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;SP;PIRASSUNUNGA;3539301
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;SP;PIRASSUNUNGA;3539301
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;PITANGUEIRAS;3539509
MUNICIPAL;27/07/2018;DIA DO MUNICÍPIO;SP;PITANGUEIRAS;3539509
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;PORTO FELIZ;3540606
MUNICIPAL;13/10/2018;DIA DO MUNICÍPIO;SP;PORTO FELIZ;3540606
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;SP;PRAIA GRANDE;3541000
MUNICIPAL;27/03/2018;DIA DO MUNICÍPIO;SP;PRESIDENTE EPITACIO;3541307
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;SP;PRESIDENTE EPITACIO;3541307
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;PRESIDENTE EPITACIO;3541307
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;PRESIDENTE PRUDENTE;3541406
MUNICIPAL;14/09/2018;DIA DO MUNICÍPIO;SP;PRESIDENTE PRUDENTE;3541406
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;SP;PRESIDENTE PRUDENTE;3541406
MUNICIPAL;13/05/2018;FERIADO RELIGIOSO;SP;PRESIDENTE VENCESLAU;3541505
MUNICIPAL;02/09/2018;DIA DO MUNICÍPIO;SP;PRESIDENTE VENCESLAU;3541505
MUNICIPAL;29/11/2018;FERIADO MUNICIPAL;SP;PROMISSAO;3541604
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;SP;RANCHARIA;3542206
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;SP;RANCHARIA;3542206
MUNICIPAL;30/11/2018;DIA DO MUNICÍPIO;SP;REGISTRO;3542602
MUNICIPAL;03/12/2018;FERIADO RELIGIOSO;SP;REGISTRO;3542602
MUNICIPAL;19/03/2018;DIA DO MUNICÍPIO;SP;RIBEIRAO PIRES;3543303
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;RIBEIRAO PIRES;3543303
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;RIBEIRAO PRETO;3543402
MUNICIPAL;19/06/2018;FERIADO MUNICIPAL;SP;RIBEIRAO PRETO;3543402
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;SP;RIO CLARO;3543907
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;RIO CLARO;3543907
MUNICIPAL;10/07/2018;DIA DO MUNICÍPIO;SP;RIO DAS PEDRAS;3544004
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;SP;RIO DAS PEDRAS;3544004
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;RIO DAS PEDRAS;3544004
MUNICIPAL;02/02/2018;FERIADO RELIGIOSO;SP;ROSANA;3544251
MUNICIPAL;05/11/2018;DIA DO MUNICÍPIO;SP;ROSANA;3544251
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;SP;SALTO;3545209
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SALTO;3545209
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;SP;SALTO DE PIRAPORA;3545308
MUNICIPAL;30/12/2018;DIA DO MUNICÍPIO;SP;SALTO DE PIRAPORA;3545308
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SANTA BARBARA D OESTE;3545803
MUNICIPAL;04/12/2018;DIA DO MUNICÍPIO;SP;SANTA BARBARA D OESTE;3545803
MUNICIPAL;03/05/2018;DIA DO MUNICÍPIO;SP;SANTA CRUZ DAS PALMEIRAS;3546306
MUNICIPAL;14/09/2018;FERIADO RELIGIOSO;SP;SANTA CRUZ DAS PALMEIRAS;3546306
MUNICIPAL;20/01/2018;DIA DO MUNICÍPIO;SP;SANTA CRUZ DO RIO PARDO;3546405
MUNICIPAL;13/05/2018;FERIADO MUNICIPAL;SP;SANTA CRUZ DO RIO PARDO;3546405
MUNICIPAL;24/06/2018;DIA DO MUNICÍPIO;SP;SANTA FE DO SUL;3546603
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;SP;SANTANA DE PARNAIBA;3547304
MUNICIPAL;14/11/2018;FERIADO RELIGIOSO;SP;SANTANA DE PARNAIBA;3547304
MUNICIPAL;22/01/2018;FERIADO RELIGIOSO;SP;SANTO ANASTACIO;3547700
MUNICIPAL;19/11/2018;DIA DO MUNICÍPIO;SP;SANTO ANASTACIO;3547700
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;SP;SANTO ANASTACIO;3547700
MUNICIPAL;08/04/2018;DIA DO MUNICÍPIO;SP;SANTO ANDRE;3547809
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SANTO ANDRE;3547809
MUNICIPAL;26/01/2018;FERIADO MUNICIPAL;SP;SANTOS;3548500
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;SP;SANTOS;3548500
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SANTOS;3548500
MUNICIPAL;20/08/2018;DIA DO MUNICÍPIO;SP;SAO BERNARDO DO CAMPO;3548708
MUNICIPAL;16/11/2018;FERIADO MUNICIPAL;SP;SAO BERNARDO DO CAMPO;3548708
MUNICIPAL;28/07/2018;DIA DO MUNICÍPIO;SP;SAO CAETANO DO SUL;3548807
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SAO CAETANO DO SUL;3548807
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;SAO CARLOS;3548906
MUNICIPAL;04/11/2018;DIA DO MUNICÍPIO;SP;SAO CARLOS;3548906
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;SP;SAO JOAO DA BOA VISTA;3549102
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SAO JOAO DA BOA VISTA;3549102
MUNICIPAL;30/05/2018;DIA DO MUNICÍPIO;SP;SAO JOAQUIM DA BARRA;3549409
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;SP;SAO JOAQUIM DA BARRA;3549409
MUNICIPAL;19/03/2018;DIA DO MUNICÍPIO;SP;SAO JOSE DO RIO PARDO;3549706
MUNICIPAL;15/08/2018;FERIADO MUNICIPAL;SP;SAO JOSE DO RIO PARDO;3549706
MUNICIPAL;19/03/2018;DIA DO MUNICÍPIO;SP;SAO JOSE DO RIO PRETO;3549805
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;SP;SAO JOSE DO RIO PRETO;3549805
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;SP;SAO JOSE DOS CAMPOS;3549904
MUNICIPAL;27/07/2018;FERIADO MUNICIPAL;SP;SAO JOSE DOS CAMPOS;3549904
MUNICIPAL;17/06/2018;DIA DO MUNICÍPIO;SP;SAO MANUEL;3550100
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;SAO MANUEL;3550100
MUNICIPAL;01/04/2018;DIA DO MUNICÍPIO;SP;SAO MIGUEL ARCANJO;3550209
MUNICIPAL;29/09/2018;FERIADO RELIGIOSO;SP;SAO MIGUEL ARCANJO;3550209
MUNICIPAL;25/01/2018;DIA DO MUNICÍPIO;SP;SAO PAULO;3550308
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SAO PAULO;3550308
MUNICIPAL;22/02/2018;FERIADO MUNICIPAL;SP;SAO PEDRO;3550407
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;SP;SAO PEDRO;3550407
MUNICIPAL;20/11/2018;DIA DO MUNICÍPIO;SP;SAO PEDRO;3550407
MUNICIPAL;16/08/2018;DIA DO MUNICÍPIO;SP;SAO ROQUE;3550605
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;SAO SEBASTIAO;3550704
MUNICIPAL;16/03/2018;DIA DO MUNICÍPIO;SP;SAO SEBASTIAO;3550704
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;SP;SAO SIMAO;3550902
MUNICIPAL;28/10/2018;FERIADO RELIGIOSO;SP;SAO SIMAO;3550902
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SAO SIMAO;3550902
MUNICIPAL;22/01/2018;FERIADO MUNICIPAL;SP;SAO VICENTE;3551009
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SAO VICENTE;3551009
MUNICIPAL;10/04/2018;DIA DO MUNICÍPIO;SP;SERRANA;3551504
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;SP;SERRANA;3551504
MUNICIPAL;05/12/2018;FERIADO MUNICIPAL;SP;SERTAOZINHO;3551702
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;SOCORRO;3552106
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;SOROCABA;3552205
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SOROCABA;3552205
MUNICIPAL;26/07/2018;DIA DO MUNICÍPIO;SP;SUMARE;3552403
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SUMARE;3552403
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;SUZANO;3552502
MUNICIPAL;02/04/2018;DIA DO MUNICÍPIO;SP;SUZANO;3552502
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;SUZANO;3552502
MUNICIPAL;19/02/2018;FERIADO MUNICIPAL;SP;TABOAO DA SERRA;3552809
MUNICIPAL;01/10/2018;FERIADO MUNICIPAL;SP;TABOAO DA SERRA;3552809
MUNICIPAL;16/06/2018;FERIADO RELIGIOSO;SP;TAMBAU;3553302
MUNICIPAL;20/08/2018;DIA DO MUNICÍPIO;SP;TAMBAU;3553302
MUNICIPAL;04/07/2018;FERIADO MUNICIPAL;SP;TANABI;3553401
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;SP;TANABI;3553401
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;TAQUARITINGA;3553708
MUNICIPAL;16/08/2018;DIA DO MUNICÍPIO;SP;TAQUARITINGA;3553708
MUNICIPAL;16/08/2018;FERIADO RELIGIOSO;SP;TAQUARITUBA;3553807
MUNICIPAL;11/08/2018;DIA DO MUNICÍPIO;SP;TATUI;3554003
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;SP;TATUI;3554003
MUNICIPAL;02/04/2018;FERIADO RELIGIOSO;SP;TAUBATE;3554102
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;SP;TAUBATE;3554102
MUNICIPAL;05/12/2018;DIA DO MUNICÍPIO;SP;TAUBATE;3554102
MUNICIPAL;21/03/2018;DIA DO MUNICÍPIO;SP;TEODORO SAMPAIO;3554300
MUNICIPAL;27/06/2018;FERIADO RELIGIOSO;SP;TEODORO SAMPAIO;3554300
MUNICIPAL;08/03/2018;DIA DO MUNICÍPIO;SP;TIETE;3554508
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;TIETE;3554508
MUNICIPAL;29/06/2018;DIA DO MUNICÍPIO;SP;TUPA;3555000
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;SP;UBATUBA;3555406
MUNICIPAL;14/09/2018;FERIADO MUNICIPAL;SP;UBATUBA;3555406
MUNICIPAL;28/10/2018;DIA DO MUNICÍPIO;SP;UBATUBA;3555406
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;SP;VALINHOS;3556206
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;VALINHOS;3556206
MUNICIPAL;24/05/2018;FERIADO RELIGIOSO;SP;VALPARAISO;3556305
MUNICIPAL;30/05/2018;DIA DO MUNICÍPIO;SP;VALPARAISO;3556305
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;SP;VALPARAISO;3556305
MUNICIPAL;27/11/2018;FERIADO RELIGIOSO;SP;VARGEM GRANDE PAULISTA;3556453
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;SP;VARZEA PAULISTA;3556503
MUNICIPAL;20/11/2018;FERIADO MUNICIPAL;SP;VOTORANTIM;3557006
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;SP;VOTORANTIM;3557006
MUNICIPAL;08/08/2018;FERIADO MUNICIPAL;SP;VOTUPORANGA;3557105
MUNICIPAL;15/06/2018;FERIADO RELIGIOSO;TO;ARAGUAINA;1702109
MUNICIPAL;01/08/2018;DIA DO MUNICÍPIO;TO;ARRAIAS;1702406
MUNICIPAL;11/04/2018;FERIADO MUNICIPAL;TO;GUARAI;1709302
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;TO;GUARAI;1709302
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;TO;GURUPI;1709500
MUNICIPAL;01/10/2018;FERIADO RELIGIOSO;TO;MIRACEMA DO TOCANTINS;1713205
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;TO;PALMAS;1721000
MUNICIPAL;20/05/2018;DIA DO MUNICÍPIO;TO;PALMAS;1721000
MUNICIPAL;13/07/2018;DIA DO MUNICÍPIO;TO;PORTO NACIONAL;1718204
MUNICIPAL;24/09/2018;FERIADO RELIGIOSO;TO;PORTO NACIONAL;1718204
